sample_id	participant_id	species	status
PTM902-N150-2021.05.28-02.04.20_PTM902_3_0448.jpg	test	phantom	present
PTM902-N150-2021.05.28-02.04.20_PTM902_2_0449.jpg	test	phantom	present
PTM902-N150-2021.05.28-02.04.20_PTM902_1_0450.jpg	test	phantom	present
PTM902-N151-2021.05.28-02.09.20_PTM902_3_0451.jpg	test	phantom	present
PTM902-N151-2021.05.28-02.09.20_PTM902_2_0452.jpg	test	phantom	present
PTM902-N151-2021.05.28-02.09.20_PTM902_1_0453.jpg	test	phantom	present
PTM902-N152-2021.05.28-02.14.19_PTM902_3_0454.jpg	test	phantom	present
PTM902-N152-2021.05.28-02.14.19_PTM902_2_0455.jpg	test	phantom	present
PTM902-N152-2021.05.28-02.14.19_PTM902_1_0456.jpg	test	phantom	present
PTM902-N153-2021.05.28-02.19.01_PTM902_3_0457.jpg	test	phantom	present
PTM902-N153-2021.05.28-02.19.01_PTM902_2_0458.jpg	test	phantom	present
PTM902-N153-2021.05.28-02.19.01_PTM902_1_0459.jpg	test	phantom	present
PTM902-N154-2021.05.28-02.24.06_PTM902_3_0460.jpg	test	phantom	present
PTM902-N154-2021.05.28-02.24.06_PTM902_2_0461.jpg	test	phantom	present
PTM902-N154-2021.05.28-02.24.06_PTM902_1_0462.jpg	test	phantom	present
PTM902-N155-2021.05.28-02.29.18_PTM902_3_0463.jpg	test	phantom	present
PTM902-N155-2021.05.28-02.29.18_PTM902_2_0464.jpg	test	phantom	present
PTM902-N155-2021.05.28-02.29.18_PTM902_1_0465.jpg	test	phantom	present
PTM902-N156-2021.05.28-02.33.54_PTM902_3_0466.jpg	test	phantom	present
PTM902-N156-2021.05.28-02.33.54_PTM902_2_0467.jpg	test	phantom	present
PTM902-N156-2021.05.28-02.33.54_PTM902_1_0468.jpg	test	phantom	present
PTM902-N157-2021.05.28-02.38.35_PTM902_3_0469.jpg	test	phantom	present
PTM902-N157-2021.05.28-02.38.35_PTM902_2_0470.jpg	test	phantom	present
PTM902-N157-2021.05.28-02.38.35_PTM902_1_0471.jpg	test	phantom	present
PTM902-N158-2021.05.28-02.43.36_PTM902_3_0472.jpg	test	phantom	present
PTM902-N158-2021.05.28-02.43.36_PTM902_2_0473.jpg	test	phantom	present
PTM902-N158-2021.05.28-02.43.36_PTM902_1_0474.jpg	test	phantom	present
PTM902-N159-2021.05.28-02.48.22_PTM902_3_0475.jpg	test	phantom	present
PTM902-N159-2021.05.28-02.48.22_PTM902_2_0476.jpg	test	phantom	present
PTM902-N159-2021.05.28-02.48.22_PTM902_1_0477.jpg	test	phantom	present
PTM902-N160-2021.05.28-02.53.01_PTM902_3_0478.jpg	test	phantom	present
PTM902-N160-2021.05.28-02.53.01_PTM902_2_0479.jpg	test	phantom	present
PTM902-N160-2021.05.28-02.53.01_PTM902_1_0480.jpg	test	phantom	present
PTM902-N161-2021.05.28-02.57.54_PTM902_3_0481.jpg	test	phantom	present
PTM902-N161-2021.05.28-02.57.54_PTM902_2_0482.jpg	test	phantom	present
PTM902-N161-2021.05.28-02.57.54_PTM902_1_0483.jpg	test	phantom	present
PTM902-N162-2021.05.28-03.02.55_PTM902_3_0484.jpg	test	phantom	present
PTM902-N162-2021.05.28-03.02.55_PTM902_2_0485.jpg	test	phantom	present
PTM902-N162-2021.05.28-03.02.55_PTM902_1_0486.jpg	test	phantom	present
PTM902-N163-2021.05.28-03.07.59_PTM902_3_0487.jpg	test	phantom	present
PTM902-N163-2021.05.28-03.07.59_PTM902_2_0488.jpg	test	phantom	present
PTM902-N163-2021.05.28-03.07.59_PTM902_1_0489.jpg	test	phantom	present
PTM902-N164-2021.05.28-03.12.48_PTM902_3_0490.jpg	test	phantom	present
PTM902-N164-2021.05.28-03.12.48_PTM902_2_0491.jpg	test	phantom	present
PTM902-N164-2021.05.28-03.12.48_PTM902_1_0492.jpg	test	phantom	present
PTM902-N165-2021.05.28-03.18.22_PTM902_3_0493.jpg	test	phantom	present
PTM902-N165-2021.05.28-03.18.22_PTM902_2_0494.jpg	test	phantom	present
PTM902-N165-2021.05.28-03.18.22_PTM902_1_0495.jpg	test	phantom	present
PTM902-N166-2021.05.28-03.23.50_PTM902_3_0496.jpg	test	phantom	present
PTM902-N166-2021.05.28-03.23.50_PTM902_2_0497.jpg	test	phantom	present
PTM902-N166-2021.05.28-03.23.50_PTM902_1_0498.jpg	test	phantom	present
PTM902-N167-2021.05.28-03.29.17_PTM902_3_0499.jpg	test	phantom	present
PTM902-N167-2021.05.28-03.29.17_PTM902_2_0500.jpg	test	phantom	present
PTM902-N167-2021.05.28-03.29.17_PTM902_1_0501.jpg	test	phantom	present
PTM902-N168-2021.05.28-03.34.32_PTM902_3_0502.jpg	test	phantom	present
PTM902-N168-2021.05.28-03.34.32_PTM902_2_0503.jpg	test	phantom	present
PTM902-N168-2021.05.28-03.34.32_PTM902_1_0504.jpg	test	phantom	present
PTM902-N169-2021.05.28-03.39.25_PTM902_3_0505.jpg	test	phantom	present
PTM902-N169-2021.05.28-03.39.25_PTM902_2_0506.jpg	test	phantom	present
PTM902-N169-2021.05.28-03.39.25_PTM902_1_0507.jpg	test	phantom	present
PTM902-N170-2021.05.28-03.44.11_PTM902_3_0508.jpg	test	phantom	present
PTM902-N170-2021.05.28-03.44.11_PTM902_2_0509.jpg	test	phantom	present
PTM902-N170-2021.05.28-03.44.11_PTM902_1_0510.jpg	test	phantom	present
PTM902-N171-2021.05.28-03.48.48_PTM902_3_0511.jpg	test	phantom	present
PTM902-N171-2021.05.28-03.48.48_PTM902_2_0512.jpg	test	phantom	present
PTM902-N171-2021.05.28-03.48.48_PTM902_1_0513.jpg	test	phantom	present
PTM902-N172-2021.05.28-03.53.19_PTM902_3_0514.jpg	test	phantom	present
PTM902-N172-2021.05.28-03.53.19_PTM902_2_0515.jpg	test	phantom	present
PTM902-N172-2021.05.28-03.53.19_PTM902_1_0516.jpg	test	phantom	present
PTM902-N173-2021.05.28-03.58.16_PTM902_3_0517.jpg	test	phantom	present
PTM902-N173-2021.05.28-03.58.16_PTM902_2_0518.jpg	test	phantom	present
PTM902-N173-2021.05.28-03.58.16_PTM902_1_0519.jpg	test	phantom	present
PTM902-N174-2021.05.28-04.03.12_PTM902_3_0520.jpg	test	phantom	present
PTM902-N174-2021.05.28-04.03.12_PTM902_2_0521.jpg	test	phantom	present
PTM902-N174-2021.05.28-04.03.12_PTM902_1_0522.jpg	test	phantom	present
PTM902-N175-2021.05.28-04.07.56_PTM902_3_0523.jpg	test	phantom	present
PTM902-N175-2021.05.28-04.07.56_PTM902_2_0524.jpg	test	phantom	present
PTM902-N175-2021.05.28-04.07.56_PTM902_1_0525.jpg	test	phantom	present
PTM902-N176-2021.05.28-04.12.35_PTM902_3_0526.jpg	test	phantom	present
PTM902-N176-2021.05.28-04.12.35_PTM902_2_0527.jpg	test	phantom	present
PTM902-N176-2021.05.28-04.12.35_PTM902_1_0528.jpg	test	phantom	present
PTM902-N177-2021.05.28-04.17.26_PTM902_3_0529.jpg	test	phantom	present
PTM902-N177-2021.05.28-04.17.26_PTM902_2_0530.jpg	test	phantom	present
PTM902-N177-2021.05.28-04.17.26_PTM902_1_0531.jpg	test	phantom	present
PTM902-N178-2021.05.28-04.21.44_PTM902_1_0532.jpg	test	phantom	present
PTM902-N178-2021.05.28-04.21.44_PTM902_2_0533.jpg	test	phantom	present
PTM902-N178-2021.05.28-04.21.44_PTM902_1_0534.jpg	test	phantom	present
PTM902-N179-2021.05.28-04.25.57_PTM902_3_0535.jpg	test	phantom	present
PTM902-N179-2021.05.28-04.25.57_PTM902_2_0536.jpg	test	phantom	present
PTM902-N179-2021.05.28-04.25.57_PTM902_1_0537.jpg	test	phantom	present
PTM902-N180-2021.05.28-04.30.33_PTM902_3_0538.jpg	test	phantom	present
PTM902-N180-2021.05.28-04.30.33_PTM902_2_0539.jpg	test	phantom	present
PTM902-N180-2021.05.28-04.30.33_PTM902_1_0540.jpg	test	phantom	present
PTM902-N181-2021.05.28-04.34.50_PTM902_3_0541.jpg	test	phantom	present
PTM902-N181-2021.05.28-04.34.50_PTM902_2_0542.jpg	test	phantom	present
PTM902-N181-2021.05.28-04.34.50_PTM902_1_0543.jpg	test	phantom	present
PTM902-N182-2021.05.28-04.39.09_PTM902_1_0544.jpg	test	phantom	present
PTM902-N182-2021.05.28-04.39.09_PTM902_2_0545.jpg	test	phantom	present
PTM902-N182-2021.05.28-04.39.09_PTM902_1_0546.jpg	test	phantom	present
PTM902-N183-2021.05.28-04.43.42_PTM902_3_0547.jpg	test	phantom	present
PTM902-N183-2021.05.28-04.43.42_PTM902_2_0548.jpg	test	phantom	present
PTM902-N183-2021.05.28-04.43.42_PTM902_1_0549.jpg	test	phantom	present
PTM902-N184-2021.05.28-04.48.02_PTM902_1_0550.jpg	test	phantom	present
PTM902-N184-2021.05.28-04.48.02_PTM902_2_0551.jpg	test	phantom	present
PTM902-N184-2021.05.28-04.48.02_PTM902_1_0552.jpg	test	phantom	present
PTM902-N185-2021.05.28-04.52.49_PTM902_3_0553.jpg	test	phantom	present
PTM902-N185-2021.05.28-04.52.49_PTM902_2_0554.jpg	test	phantom	present
PTM902-N185-2021.05.28-04.52.49_PTM902_1_0555.jpg	test	phantom	present
PTM902-N186-2021.05.28-04.57.49_PTM902_3_0556.jpg	test	phantom	present
PTM902-N186-2021.05.28-04.57.49_PTM902_2_0557.jpg	test	phantom	present
PTM902-N186-2021.05.28-04.57.49_PTM902_1_0558.jpg	test	phantom	present
PTM902-N187-2021.05.28-05.02.48_PTM902_3_0559.jpg	test	phantom	present
PTM902-N187-2021.05.28-05.02.48_PTM902_2_0560.jpg	test	phantom	present
PTM902-N187-2021.05.28-05.02.48_PTM902_1_0561.jpg	test	phantom	present
PTM902-N188-2021.05.28-05.07.30_PTM902_3_0562.jpg	test	phantom	present
PTM902-N188-2021.05.28-05.07.30_PTM902_2_0563.jpg	test	phantom	present
PTM902-N188-2021.05.28-05.07.30_PTM902_1_0564.jpg	test	phantom	present
PTM902-N189-2021.05.28-05.11.59_PTM902_3_0565.jpg	test	phantom	present
PTM902-N189-2021.05.28-05.11.59_PTM902_2_0566.jpg	test	phantom	present
PTM902-N189-2021.05.28-05.11.59_PTM902_1_0567.jpg	test	phantom	present
PTM902-N190-2021.05.28-05.16.55_PTM902_3_0568.jpg	test	phantom	present
PTM902-N190-2021.05.28-05.16.55_PTM902_2_0569.jpg	test	phantom	present
PTM902-N190-2021.05.28-05.16.55_PTM902_1_0570.jpg	test	phantom	present
PTM902-N191-2021.05.28-05.21.39_PTM902_3_0571.jpg	test	phantom	present
PTM902-N191-2021.05.28-05.21.39_PTM902_2_0572.jpg	test	phantom	present
PTM902-N191-2021.05.28-05.21.39_PTM902_1_0573.jpg	test	phantom	present
PTM902-N192-2021.05.28-05.26.15_PTM902_3_0574.jpg	test	phantom	present
PTM902-N192-2021.05.28-05.26.15_PTM902_2_0575.jpg	test	phantom	present
PTM902-N192-2021.05.28-05.26.15_PTM902_1_0576.jpg	test	phantom	present
PTM902-N193-2021.05.28-05.31.07_PTM902_3_0577.jpg	test	phantom	present
PTM902-N193-2021.05.28-05.31.07_PTM902_2_0578.jpg	test	phantom	present
PTM902-N193-2021.05.28-05.31.07_PTM902_1_0579.jpg	test	phantom	present
PTM902-N194-2021.05.28-05.35.41_PTM902_3_0580.jpg	test	phantom	present
PTM902-N194-2021.05.28-05.35.41_PTM902_2_0581.jpg	test	phantom	present
PTM902-N194-2021.05.28-05.35.41_PTM902_1_0582.jpg	test	phantom	present
PTM902-N195-2021.05.28-05.40.04_PTM902_3_0583.jpg	test	phantom	present
PTM902-N195-2021.05.28-05.40.04_PTM902_2_0584.jpg	test	phantom	present
PTM902-N195-2021.05.28-05.40.04_PTM902_1_0585.jpg	test	phantom	present
PTM902-N196-2021.05.28-05.44.37_PTM902_3_0586.jpg	test	phantom	present
PTM902-N196-2021.05.28-05.44.37_PTM902_2_0587.jpg	test	phantom	present
PTM902-N196-2021.05.28-05.44.37_PTM902_1_0588.jpg	test	phantom	present
PTM902-N197-2021.05.28-05.48.50_PTM902_3_0589.jpg	test	phantom	present
PTM902-N197-2021.05.28-05.48.50_PTM902_2_0590.jpg	test	phantom	present
PTM902-N197-2021.05.28-05.48.50_PTM902_1_0591.jpg	test	phantom	present
PTM902-N198-2021.05.28-05.53.05_PTM902_1_0592.jpg	test	phantom	present
PTM902-N198-2021.05.28-05.53.05_PTM902_2_0593.jpg	test	phantom	present
PTM902-N198-2021.05.28-05.53.05_PTM902_1_0594.jpg	test	phantom	present
PTM902-N199-2021.05.28-05.57.48_PTM902_3_0595.jpg	test	phantom	present
PTM902-N199-2021.05.28-05.57.48_PTM902_2_0596.jpg	test	phantom	present
PTM902-N199-2021.05.28-05.57.48_PTM902_1_0597.jpg	test	phantom	present
PTM902-N200-2021.05.28-06.02.33_PTM902_3_0598.jpg	test	phantom	present
PTM902-N200-2021.05.28-06.02.33_PTM902_2_0599.jpg	test	phantom	present
PTM902-N200-2021.05.28-06.02.33_PTM902_1_0600.jpg	test	phantom	present
PTM902-N201-2021.05.28-06.07.02_PTM902_3_0601.jpg	test	phantom	present
PTM902-N201-2021.05.28-06.07.02_PTM902_2_0602.jpg	test	phantom	present
PTM902-N201-2021.05.28-06.07.02_PTM902_1_0603.jpg	test	phantom	present
PTM902-N202-2021.05.28-06.11.28_PTM902_3_0604.jpg	test	phantom	present
PTM902-N202-2021.05.28-06.11.28_PTM902_2_0605.jpg	test	phantom	present
PTM902-N202-2021.05.28-06.11.28_PTM902_1_0606.jpg	test	phantom	present
PTM902-N203-2021.05.28-06.16.13_PTM902_3_0607.jpg	test	phantom	present
PTM902-N203-2021.05.28-06.16.13_PTM902_2_0608.jpg	test	phantom	present
PTM902-N203-2021.05.28-06.16.13_PTM902_1_0609.jpg	test	phantom	present
PTM902-N204-2021.05.28-06.20.40_PTM902_3_0610.jpg	test	phantom	present
PTM902-N204-2021.05.28-06.20.40_PTM902_2_0611.jpg	test	phantom	present
PTM902-N204-2021.05.28-06.20.40_PTM902_1_0612.jpg	test	phantom	present
PTM902-N205-2021.05.28-06.25.12_PTM902_3_0613.jpg	test	phantom	present
PTM902-N205-2021.05.28-06.25.12_PTM902_2_0614.jpg	test	phantom	present
PTM902-N205-2021.05.28-06.25.12_PTM902_1_0615.jpg	test	phantom	present
PTM902-N206-2021.05.28-06.29.59_PTM902_3_0616.jpg	test	phantom	present
PTM902-N206-2021.05.28-06.29.59_PTM902_2_0617.jpg	test	phantom	present
PTM902-N206-2021.05.28-06.29.59_PTM902_1_0618.jpg	test	phantom	present
PTM902-N207-2021.05.28-06.34.13_PTM902_3_0619.jpg	test	phantom	present
PTM902-N207-2021.05.28-06.34.13_PTM902_2_0620.jpg	test	phantom	present
PTM902-N207-2021.05.28-06.34.13_PTM902_1_0621.jpg	test	phantom	present
PTM902-N208-2021.05.28-06.38.35_PTM902_3_0622.jpg	test	phantom	present
PTM902-N208-2021.05.28-06.38.35_PTM902_2_0623.jpg	test	phantom	present
PTM902-N208-2021.05.28-06.38.35_PTM902_1_0624.jpg	test	phantom	present
PTM902-N209-2021.05.28-06.42.39_PTM902_3_0625.jpg	test	phantom	present
PTM902-N209-2021.05.28-06.42.39_PTM902_2_0626.jpg	test	phantom	present
PTM902-N209-2021.05.28-06.42.39_PTM902_1_0627.jpg	test	phantom	present
PTM902-N210-2021.05.27-15.06.26_PTM902_1_0628.jpg	test	phantom	present
PTM902-N210-2021.05.27-15.06.26_PTM902_2_0629.jpg	test	phantom	present
PTM902-N210-2021.05.27-15.06.26_PTM902_3_0630.jpg	test	phantom	present
PTM902-N211-2021.05.27-11.55.09_PTM902_1_0631.jpg	test	phantom	present
PTM902-N211-2021.05.27-11.55.09_PTM902_2_0632.jpg	test	phantom	present
PTM902-N211-2021.05.27-11.55.09_PTM902_3_0633.jpg	test	phantom	present
PTM902-N212-2021.05.27-11.59.06_PTM902_1_0634.jpg	test	phantom	present
PTM902-N212-2021.05.27-11.59.06_PTM902_2_0635.jpg	test	phantom	present
PTM902-N212-2021.05.27-11.59.06_PTM902_3_0636.jpg	test	phantom	present
PTM902-N213-2021.05.27-12.02.42_PTM902_1_0637.jpg	test	phantom	present
PTM902-N213-2021.05.27-12.02.42_PTM902_2_0638.jpg	test	phantom	present
PTM902-N213-2021.05.27-12.02.42_PTM902_3_0639.jpg	test	phantom	present
PTM902-N214-2021.05.27-12.06.11_PTM902_1_0640.jpg	test	phantom	present
PTM902-N214-2021.05.27-12.06.11_PTM902_2_0641.jpg	test	phantom	present
PTM902-N214-2021.05.27-12.06.11_PTM902_3_0642.jpg	test	phantom	present
PTM902-N215-2021.05.27-12.09.42_PTM902_1_0643.jpg	test	phantom	present
PTM902-N215-2021.05.27-12.09.42_PTM902_2_0644.jpg	test	phantom	present
PTM902-N215-2021.05.27-12.09.42_PTM902_3_0645.jpg	test	phantom	present
PTM902-N216-2021.05.27-13.04.48_PTM902_1_0646.jpg	test	phantom	present
PTM902-N216-2021.05.27-13.04.48_PTM902_2_0647.jpg	test	phantom	present
PTM902-N216-2021.05.27-13.04.48_PTM902_3_0648.jpg	test	phantom	present
PTM902-N217-2021.05.27-13.08.07_PTM902_1_0649.jpg	test	phantom	present
PTM902-N217-2021.05.27-13.08.07_PTM902_2_0650.jpg	test	phantom	present
PTM902-N217-2021.05.27-13.08.07_PTM902_3_0651.jpg	test	phantom	present
PTM902-N218-2021.05.27-13.15.55_PTM902_1_0652.jpg	test	phantom	present
PTM902-N218-2021.05.27-13.15.55_PTM902_2_0653.jpg	test	phantom	present
PTM902-N218-2021.05.27-13.15.55_PTM902_3_0654.jpg	test	phantom	present
PTM902-N219-2021.05.27-13.19.06_PTM902_1_0655.jpg	test	phantom	present
PTM902-N219-2021.05.27-13.19.06_PTM902_2_0656.jpg	test	phantom	present
PTM902-N219-2021.05.27-13.19.06_PTM902_3_0657.jpg	test	phantom	present
PTM902-N220-2021.05.27-13.39.47_PTM902_1_0658.jpg	test	phantom	present
PTM902-N220-2021.05.27-13.39.47_PTM902_2_0659.jpg	test	phantom	present
PTM902-N220-2021.05.27-13.39.47_PTM902_3_0660.jpg	test	phantom	present
PTM902-N221-2021.05.27-13.42.35_PTM902_1_0661.jpg	test	phantom	present
PTM902-N221-2021.05.27-13.42.35_PTM902_2_0662.jpg	test	phantom	present
PTM902-N221-2021.05.27-13.42.35_PTM902_3_0663.jpg	test	phantom	present
PTM902-N222-2021.05.27-13.44.50_PTM902_1_0664.jpg	test	phantom	present
PTM902-N222-2021.05.27-13.44.50_PTM902_2_0665.jpg	test	phantom	present
PTM902-N222-2021.05.27-13.44.50_PTM902_3_0666.jpg	test	phantom	present
PTM902-N223-2021.05.27-13.47.10_PTM902_1_0667.jpg	test	phantom	present
PTM902-N223-2021.05.27-13.47.10_PTM902_2_0668.jpg	test	phantom	present
